0.28             69.886
0.196           66.4477
0.1372            64.13
0.09604         62.5506
0.067228        61.4657
0.0470596       60.7164
0.0329417       60.1968
0.0230592       59.8355
0.0161414       59.5837
0.011299         59.408
0.00790931      59.2854
0.00553651      59.1996
0.00387556      59.1397
0.00271289      59.0977
0.00189902      59.0684
0.00132932      59.0479
0.000930522     59.0335
0.000651365     59.0235
0.000455956     59.0164
0.000319169     59.0115
0.000223418      59.008
0.000156393     59.0056
0.000109475     59.0039
7.66325e-05     59.0028
5.36427e-05     59.0019
3.75499e-05     59.0014
2.62849e-05     59.0009
1.83995e-05     59.0007
1.28796e-05     59.0005
9.01574e-06     59.0003
6.31102e-06     59.0002
4.41771e-06     59.0002
3.0924e-06      59.0001
2.16468e-06     59.0001
1.51527e-06     59.0001
1.06069e-06          59
7.42485e-07          59
5.19739e-07          59
3.63817e-07          59
2.54672e-07          59
1.78271e-07          59
1.24789e-07          59
8.73526e-08          59
6.11468e-08          59
4.28028e-08          59
2.99619e-08          59
2.09734e-08          59
1.46813e-08          59
1.02769e-08          59
7.19386e-09          59
5.0357e-09           59
3.52499e-09          59
2.46749e-09          59
1.72725e-09          59
1.20907e-09          59
8.4635e-10           59
5.92445e-10          59
4.14712e-10          59
2.90298e-10          59
2.03209e-10     58.9999
1.42246e-10          59
9.95723e-11          59
6.97006e-11          59
4.87904e-11     58.9999
3.41533e-11     58.9997
2.39073e-11     58.9995
1.67351e-11     58.9999
1.17146e-11     58.9999
8.20021e-12     58.9987
5.74014e-12     59.0008
4.0181e-12      58.9994
2.81267e-12     59.0024
1.96887e-12     58.9909
1.37821e-12      58.995
9.64746e-13     58.9943
6.75322e-13     59.0048
4.72726e-13     58.9807
3.30908e-13      58.985
2.31636e-13     59.0494
1.62145e-13     58.9837
1.13501e-13     59.0964
7.9451e-14      59.0248
5.56157e-14     58.8971
3.8931e-14      59.1344
2.72517e-14      58.665
1.90762e-14     58.8513
1.33533e-14      58.532
9.34733e-15     59.2922
6.54313e-15     60.8125
4.58019e-15     57.3995
3.20613e-15     57.6211
2.24429e-15      56.988
1.57101e-15     67.8428
1.0997e-15      51.6898
7.69793e-16     73.8425
5.38855e-16     39.5585
3.77198e-16     56.5121
2.64039e-16     80.7316
1.84827e-16           0
1.29379e-16           0
