7e-06           59.0003
4.9e-06         59.0002
3.43e-06        59.0001
2.401e-06       59.0001
1.6807e-06      59.0001
1.17649e-06          59
8.23543e-07          59
5.7648e-07           59
4.03536e-07          59
2.82475e-07          59
1.97733e-07          59
1.38413e-07          59
9.6889e-08           59
6.78223e-08          59
4.74756e-08          59
3.32329e-08          59
2.32631e-08          59
1.62841e-08          59
1.13989e-08          59
7.97923e-09          59
5.58546e-09          59
3.90982e-09          59
2.73687e-09          59
1.91581e-09          59
1.34107e-09          59
9.38748e-10          59
6.57124e-10          59
4.59987e-10          59
3.21991e-10          59
2.25393e-10          59
1.57775e-10     59.0001
1.10443e-10          59
7.73099e-11     59.0002
5.4117e-11      59.0002
3.78819e-11     58.9997
2.65173e-11     59.0003
1.85621e-11     58.9997
1.29935e-11     59.0003
9.09544e-12     58.9992
6.36681e-12     59.0002
4.45676e-12     59.0019
3.11973e-12     58.9983
2.18381e-12     59.0054
1.52867e-12     58.9938
1.07007e-12     59.0111
7.49048e-13      59.012
5.24334e-13     59.0161
3.67034e-13     58.9677
2.56924e-13     59.0451
1.79847e-13     59.0254
1.25893e-13     58.9238
8.81248e-14     58.8593
6.16874e-14     58.9745
4.31811e-14     58.7441
3.02268e-14     59.0027
2.11588e-14     59.4392
1.48111e-14      58.048
1.03678e-14     58.2536
7.25746e-15     57.7641
5.08022e-15     55.9458
3.55615e-15      59.942
2.48931e-15     62.7964
1.74251e-15     61.1653
1.21976e-15     64.0779
8.53832e-16     66.5745
5.97683e-16     35.6649
4.18378e-16     50.9498
2.92864e-16     72.7855
2.05005e-16           0
1.43504e-16           0
1.00453e-16           0
7.03168e-17           0
4.92217e-17           0
3.44552e-17           0
2.41187e-17           0
1.68831e-17           0
1.18181e-17           0
8.2727e-18            0
5.79089e-18           0
4.05362e-18           0
2.83754e-18           0
1.98627e-18           0
1.39039e-18           0
9.73275e-19           0
6.81292e-19           0
4.76905e-19           0
3.33833e-19           0
2.33683e-19           0
1.63578e-19           0
1.14505e-19           0
8.01533e-20           0
5.61073e-20           0
3.92751e-20           0
2.74926e-20           0
1.92448e-20           0
1.34714e-20           0
9.42996e-21           0
6.60097e-21           0
4.62068e-21           0
3.23448e-21           0
